"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
5.471387552E1,-6.037500381E0,-4.462500095E0,-5.313750076E1,5.366525231E1
5.472387552E1,-5.850000381E0,-4.406250000E0,-5.356875229E1,5.406707654E1
5.473387552E1,-5.662500381E0,-4.406250000E0,-5.362500381E1,5.410286484E1
5.474387552E1,-5.400000095E0,-4.368750095E0,-5.358750153E1,5.403578720E1
5.475387552E1,-5.850000381E0,-4.575000286E0,-5.349375153E1,5.400680128E1
5.476387552E1,-5.793750286E0,-4.312500000E0,-5.381250381E1,5.429503445E1
5.477387552E1,-5.831250191E0,-4.087500095E0,-5.426250076E1,5.472778202E1
5.478387552E1,-6.093750477E0,-4.031250000E0,-5.426250076E1,5.475220325E1
5.479387552E1,-5.625000000E0,-3.900000095E0,-5.422500229E1,5.465529708E1
5.480387552E1,-6.018750191E0,-4.106250286E0,-5.400000381E1,5.448932976E1
5.481387552E1,-6.243750095E0,-4.237500191E0,-5.413125229E1,5.465467315E1
5.482387552E1,-6.318750381E0,-4.443750381E0,-5.422500229E1,5.477247846E1
5.483387552E1,-5.868750095E0,-4.237500191E0,-5.422500229E1,5.470602808E1
5.484387552E1,-5.887500286E0,-4.256250381E0,-5.446875381E1,5.495110071E1
5.485387552E1,-5.981250286E0,-4.256250381E0,-5.424375153E1,5.473824624E1
5.486387552E1,-5.756250381E0,-4.143750191E0,-5.435625076E1,5.481703276E1
5.487387552E1,-6.056250095E0,-3.900000095E0,-5.422500229E1,5.470136232E1
5.488387552E1,-5.831250191E0,-3.768750191E0,-5.418750381E1,5.463050912E1
5.489387552E1,-5.700000286E0,-3.375000238E0,-5.401875305E1,5.442339856E1
5.490387552E1,-5.700000286E0,-3.243750095E0,-5.411250305E1,5.450848470E1
5.491387552E1,-5.625000000E0,-3.075000048E0,-5.411250305E1,5.449090967E1
5.492387552E1,-5.381250381E0,-3.150000095E0,-5.390625381E1,5.426568489E1
5.493387552E1,-4.950000286E0,-2.943750143E0,-5.381250381E1,5.411980908E1
5.494387552E1,-4.687500000E0,-2.925000191E0,-5.398125076E1,5.426328147E1
5.495387552E1,-4.575000286E0,-2.962500095E0,-5.358750153E1,5.386397084E1
5.496387552E1,-4.218750000E0,-2.737500191E0,-5.360625076E1,5.384163705E1
5.497387552E1,-4.406250000E0,-3.150000095E0,-5.368125153E1,5.395381641E1
5.498387552E1,-4.181250095E0,-3.018750191E0,-5.347500229E1,5.372310094E1
5.499387552E1,-4.106250286E0,-3.075000048E0,-5.345625305E1,5.370184268E1
5.500387552E1,-4.350000381E0,-3.075000048E0,-5.287500381E1,5.314267736E1
5.501387552E1,-4.387500286E0,-3.131250143E0,-5.296875381E1,5.324231181E1
5.502387552E1,-5.100000381E0,-3.075000048E0,-5.289375305E1,5.322795075E1
5.503387552E1,-4.968750000E0,-3.243750095E0,-5.313750076E1,5.346778823E1
5.504387552E1,-5.175000191E0,-3.281250238E0,-5.321250153E1,5.356414425E1
5.505387552E1,-5.193750381E0,-3.337500095E0,-5.321250153E1,5.356943409E1
5.506387552E1,-5.212500095E0,-3.356250048E0,-5.310000229E1,5.346068476E1
5.507387552E1,-5.493750095E0,-3.356250048E0,-5.304375076E1,5.343299729E1
5.508387552E1,-5.250000000E0,-3.281250238E0,-5.345625305E1,5.381356793E1
5.509387552E1,-5.250000000E0,-3.581250191E0,-5.328750229E1,5.366512604E1
5.510387552E1,-4.968750000E0,-3.862500191E0,-5.306250381E1,5.343441490E1
5.511387552E1,-4.837500095E0,-3.900000095E0,-5.313750076E1,5.349958313E1
5.512387552E1,-5.043750286E0,-4.237500191E0,-5.272500229E1,5.313493852E1
5.513387552E1,-4.856250286E0,-4.031250000E0,-5.257500076E1,5.295247727E1
5.514387552E1,-5.006250381E0,-4.181250095E0,-5.265000153E1,5.305250282E1
5.515387552E1,-5.006250381E0,-4.275000095E0,-5.283750153E1,5.324603024E1
5.516387552E1,-5.437500000E0,-4.331250191E0,-5.274375153E1,5.319990093E1
5.517387552E1,-6.000000000E0,-4.556250095E0,-5.255625153E1,5.309349291E1
5.518387552E1,-6.281250477E0,-4.537500381E0,-5.265000153E1,5.321715586E1
5.519387552E1,-6.412500381E0,-4.275000095E0,-5.278125381E1,5.334094620E1
5.520387552E1,-6.731250286E0,-4.218750000E0,-5.293125153E1,5.352405973E1
5.521387552E1,-6.993750095E0,-4.162500381E0,-5.300625229E1,5.362743450E1
5.522387552E1,-7.162500381E0,-3.768750191E0,-5.313750076E1,5.375033839E1
5.523387552E1,-6.993750095E0,-3.768750191E0,-5.302500153E1,5.361685188E1
5.524387552E1,-6.806250095E0,-3.693750143E0,-5.310000229E1,5.366170957E1
5.525387552E1,-6.318750381E0,-3.487500191E0,-5.308125305E1,5.356966203E1
5.526387552E1,-5.962500095E0,-3.168750048E0,-5.302500153E1,5.345318673E1
5.527387552E1,-5.850000381E0,-3.318750143E0,-5.300625229E1,5.343125854E1
5.528387552E1,-5.268750191E0,-3.075000048E0,-5.326875305E1,5.361693208E1
5.529387552E1,-5.268750191E0,-3.375000238E0,-5.371875381E1,5.408192736E1
5.530387552E1,-5.081250191E0,-3.618750095E0,-5.351250076E1,5.387487535E1
5.531387552E1,-4.893750191E0,-3.750000238E0,-5.370000076E1,5.405276473E1
5.532387552E1,-5.212500095E0,-4.218750000E0,-5.364375305E1,5.406126386E1
5.533387552E1,-5.231250286E0,-3.937500238E0,-5.401875305E1,5.441411185E1
5.534387552E1,-5.381250381E0,-4.050000191E0,-5.433750153E1,5.475330519E1
5.535387552E1,-5.381250381E0,-4.125000000E0,-5.413125229E1,5.455424782E1
5.536387552E1,-5.418750286E0,-4.237500191E0,-5.398125076E1,5.441777923E1
5.537387552E1,-5.625000000E0,-4.406250000E0,-5.373750305E1,5.421046853E1
5.538387552E1,-5.718750000E0,-4.631250381E0,-5.400000381E1,5.449911003E1
5.539387552E1,-6.300000191E0,-4.331250191E0,-5.403750229E1,5.457564827E1
5.540387552E1,-6.168750286E0,-4.125000000E0,-5.418750381E1,5.469327815E1
5.541387552E1,-6.262500286E0,-4.218750000E0,-5.422500229E1,5.474822038E1
5.542387552E1,-6.356250286E0,-4.537500381E0,-5.405625153E1,5.461748032E1
5.543387552E1,-6.525000095E0,-4.650000095E0,-5.441250229E1,5.499925938E1
5.544387552E1,-6.506250381E0,-4.800000191E0,-5.433750153E1,5.493573853E1
5.545387552E1,-6.150000095E0,-4.612500191E0,-5.413125229E1,5.467440108E1
5.546387552E1,-6.187500477E0,-4.425000191E0,-5.405625153E1,5.458886441E1
5.547387552E1,-6.150000095E0,-4.837500095E0,-5.366250229E1,5.422995538E1
5.548387552E1,-5.887500286E0,-4.556250095E0,-5.341875076E1,5.393500726E1
5.549387552E1,-6.393750191E0,-4.556250095E0,-5.340000153E1,5.397406432E1
5.550387552E1,-6.225000381E0,-4.462500095E0,-5.371875381E1,5.426204058E1
5.551387552E1,-5.943750381E0,-4.087500095E0,-5.343750381E1,5.392219060E1
5.552387552E1,-6.150000095E0,-3.918750048E0,-5.338125229E1,5.387705633E1
5.553387552E1,-6.075000286E0,-3.656250238E0,-5.340000153E1,5.386867325E1
5.554387552E1,-5.981250286E0,-3.581250191E0,-5.306250381E1,5.351850165E1
5.555387552E1,-5.681250095E0,-2.962500095E0,-5.310000229E1,5.348516853E1
5.556387552E1,-5.962500095E0,-2.812500000E0,-5.317500305E1,5.358211001E1
5.557387552E1,-5.475000381E0,-2.625000000E0,-5.265000153E1,5.299895202E1
5.558387552E1,-5.437500000E0,-2.175000191E0,-5.220000076E1,5.252748911E1
5.559387552E1,-5.737500191E0,-2.343750000E0,-5.210625076E1,5.247354992E1
5.560387552E1,-5.568750381E0,-2.362500191E0,-5.212500381E1,5.247483598E1
5.561387552E1,-5.512500286E0,-2.250000000E0,-5.210625076E1,5.244531941E1
5.562387552E1,-5.418750286E0,-2.137500048E0,-5.221875381E1,5.254264945E1
5.563387552E1,-5.325000286E0,-2.381250143E0,-5.229375076E1,5.261808006E1
5.564387552E1,-5.081250191E0,-2.362500191E0,-5.216250229E1,5.246262628E1
5.565387552E1,-5.025000095E0,-2.418750048E0,-5.233125305E1,5.262756905E1
5.566387552E1,-5.100000381E0,-2.625000000E0,-5.272500229E1,5.303608673E1
5.567387552E1,-4.968750000E0,-2.381250143E0,-5.291250229E1,5.319860644E1
5.568387552E1,-4.593750000E0,-2.362500191E0,-5.310000229E1,5.335067187E1
5.569387552E1,-4.593750000E0,-2.531250000E0,-5.345625305E1,5.371294775E1
5.570387552E1,-4.218750000E0,-2.606250048E0,-5.386875153E1,5.409651358E1
5.571387552E1,-3.975000143E0,-2.793750048E0,-5.422500229E1,5.444223121E1
5.572387552E1,-3.806250095E0,-2.906250000E0,-5.441250229E1,5.462283620E1
5.573387552E1,-3.450000048E0,-2.925000191E0,-5.486250305E1,5.504863638E1
5.574387552E1,-3.131250143E0,-3.056250095E0,-5.443125153E1,5.460683597E1
5.575387552E1,-2.718750000E0,-2.981250048E0,-5.413125229E1,5.428141420E1
5.576387552E1,-3.075000048E0,-2.925000191E0,-5.424375153E1,5.440951967E1
5.577387552E1,-3.075000048E0,-2.981250048E0,-5.386875153E1,5.403874414E1
5.578387552E1,-3.018750191E0,-2.718750000E0,-5.377500153E1,5.392824161E1
5.579387552E1,-3.093750238E0,-2.737500191E0,-5.336250305E1,5.352216298E1
5.580387552E1,-3.037500143E0,-2.868750095E0,-5.328750229E1,5.345104334E1
5.581387552E1,-3.262500048E0,-3.000000000E0,-5.321250153E1,5.339676231E1
5.582387552E1,-3.056250095E0,-2.981250048E0,-5.340000153E1,5.357040862E1
5.583387552E1,-3.150000095E0,-2.700000048E0,-5.383125305E1,5.399089095E1
5.584387552E1,-3.375000238E0,-2.775000095E0,-5.370000076E1,5.387746592E1
5.585387552E1,-3.243750095E0,-2.662500143E0,-5.383125305E1,5.399457961E1
5.586387552E1,-3.506250143E0,-3.037500143E0,-5.390625381E1,5.410549323E1
5.587387552E1,-3.281250238E0,-2.943750143E0,-5.390625381E1,5.408619480E1
5.588387552E1,-3.206250191E0,-2.756250143E0,-5.394375229E1,5.410919854E1
5.589387552E1,-3.187500238E0,-2.737500191E0,-5.388750076E1,5.405105738E1
5.590387552E1,-3.018750191E0,-2.456250191E0,-5.381250381E1,5.395304982E1
5.591387552E1,-3.075000048E0,-2.868750095E0,-5.405625153E1,5.421958762E1
5.592387552E1,-2.756250143E0,-2.700000048E0,-5.405625153E1,5.419377496E1
5.593387552E1,-2.812500000E0,-2.756250143E0,-5.392500305E1,5.406859555E1
5.594387552E1,-2.193750143E0,-2.493750095E0,-5.383125305E1,5.393361785E1
5.595387552E1,-2.775000095E0,-2.475000143E0,-5.405625153E1,5.418398823E1
5.596387552E1,-2.850000143E0,-2.625000000E0,-5.416875076E1,5.430715132E1
5.597387552E1,-2.550000191E0,-2.381250143E0,-5.413125229E1,5.424357407E1
5.598387552E1,-3.131250143E0,-2.962500095E0,-5.407500076E1,5.424653760E1
5.599387552E1,-3.150000095E0,-2.925000191E0,-5.349375153E1,5.366618655E1
5.600387552E1,-3.731250048E0,-3.206250191E0,-5.347500229E1,5.370082064E1
5.601387552E1,-3.600000143E0,-3.112500191E0,-5.360625076E1,5.381707702E1
5.602387552E1,-4.162500381E0,-3.393750191E0,-5.351250076E1,5.378133215E1
5.603387552E1,-4.143750191E0,-3.393750191E0,-5.319375229E1,5.346272990E1
5.604387552E1,-4.293750286E0,-3.318750143E0,-5.308125305E1,5.335794055E1
5.605387552E1,-4.631250381E0,-3.431250095E0,-5.311875153E1,5.343055045E1
5.606387552E1,-4.050000191E0,-2.962500095E0,-5.313750076E1,5.337389714E1
5.607387552E1,-4.312500000E0,-3.018750191E0,-5.323125076E1,5.349090172E1
5.608387552E1,-4.068750381E0,-2.831250191E0,-5.306250381E1,5.329352698E1
5.609387552E1,-3.956250191E0,-2.812500000E0,-5.295000076E1,5.317202886E1
5.610387552E1,-4.012500286E0,-2.906250000E0,-5.272500229E1,5.295726875E1
5.611387552E1,-3.693750143E0,-2.831250191E0,-5.281875229E1,5.302339447E1
5.612387552E1,-3.806250095E0,-2.662500143E0,-5.291250229E1,5.311599896E1
5.613387552E1,-3.637500048E0,-2.812500000E0,-5.293125153E1,5.313058395E1
5.614387552E1,-3.675000191E0,-2.831250191E0,-5.304375076E1,5.324623084E1
5.615387552E1,-3.506250143E0,-2.812500000E0,-5.278125381E1,5.297230126E1
5.616387552E1,-3.262500048E0,-2.793750048E0,-5.302500153E1,5.319868168E1
5.617387552E1,-3.618750095E0,-2.737500191E0,-5.345625305E1,5.364848786E1
5.618387552E1,-3.318750143E0,-2.550000191E0,-5.370000076E1,5.386285070E1
5.619387552E1,-3.468750238E0,-2.550000191E0,-5.373750305E1,5.390968339E1
5.620387552E1,-3.562500238E0,-3.056250095E0,-5.349375153E1,5.369928794E1
5.621387552E1,-3.675000191E0,-2.868750095E0,-5.340000153E1,5.360312973E1
5.622387552E1,-3.637500048E0,-2.793750048E0,-5.345625305E1,5.365265544E1
5.623387552E1,-3.562500238E0,-2.812500000E0,-5.347500229E1,5.366728458E1
5.624387552E1,-3.356250048E0,-2.887500048E0,-5.355000305E1,5.373271720E1
5.625387552E1,-3.112500191E0,-3.018750191E0,-5.317500305E1,5.335148976E1
5.626387552E1,-3.037500143E0,-2.868750095E0,-5.306250381E1,5.322673619E1
5.627387552E1,-3.150000095E0,-2.850000143E0,-5.304375076E1,5.321357436E1
5.628387552E1,-3.150000095E0,-2.662500143E0,-5.321250153E1,5.337210626E1
5.629387552E1,-3.187500238E0,-2.662500143E0,-5.340000153E1,5.356126611E1
5.630387552E1,-4.031250000E0,-2.981250048E0,-5.296875381E1,5.320552329E1
5.631387552E1,-3.993750095E0,-3.037500143E0,-5.328750229E1,5.352321316E1
5.632387552E1,-4.200000286E0,-2.962500095E0,-5.302500153E1,5.327351308E1
5.633387552E1,-4.106250286E0,-3.000000000E0,-5.323125076E1,5.347361358E1
5.634387552E1,-4.256250381E0,-3.037500143E0,-5.351250076E1,5.376736754E1
5.635387552E1,-3.975000143E0,-3.018750191E0,-5.338125229E1,5.361409866E1
5.636387552E1,-3.637500048E0,-3.056250095E0,-5.345625305E1,5.366696434E1
5.637387552E1,-3.731250048E0,-3.225000143E0,-5.332500076E1,5.355257752E1
5.638387552E1,-3.037500143E0,-3.168750048E0,-5.388750076E1,5.406597934E1
5.639387552E1,-3.075000048E0,-3.375000238E0,-5.394375229E1,5.413662959E1
5.640387552E1,-3.037500143E0,-3.543750048E0,-5.403750229E1,5.423869675E1
5.641387552E1,-2.943750143E0,-3.337500095E0,-5.426250076E1,5.444468349E1
5.642387552E1,-3.018750191E0,-3.468750238E0,-5.390625381E1,5.410202659E1
5.643387552E1,-2.793750048E0,-3.468750238E0,-5.385000229E1,5.403387839E1
5.644387552E1,-3.112500191E0,-3.225000143E0,-5.386875153E1,5.405488576E1
5.645387552E1,-3.206250191E0,-3.187500238E0,-5.381250381E1,5.400209037E1
5.646387552E1,-3.262500048E0,-3.056250095E0,-5.368125153E1,5.386707099E1
5.647387552E1,-3.337500095E0,-2.925000191E0,-5.326875305E1,5.345329349E1
5.648387552E1,-3.225000143E0,-3.000000000E0,-5.332500076E1,5.350660083E1
5.649387552E1,-3.637500048E0,-3.056250095E0,-5.296875381E1,5.318139667E1
5.650387552E1,-3.562500238E0,-3.075000048E0,-5.313750076E1,5.334548735E1
5.651387552E1,-3.750000238E0,-2.943750143E0,-5.325000381E1,5.346298788E1
5.652387552E1,-3.900000095E0,-3.093750238E0,-5.296875381E1,5.320216323E1
5.653387552E1,-3.581250191E0,-2.943750143E0,-5.302500153E1,5.322726561E1
5.654387552E1,-3.581250191E0,-2.981250048E0,-5.293125153E1,5.313596327E1
5.655387552E1,-3.468750238E0,-2.906250000E0,-5.295000076E1,5.314302492E1
5.656387552E1,-3.468750238E0,-2.812500000E0,-5.300625229E1,5.319403318E1
5.657387552E1,-3.450000048E0,-2.925000191E0,-5.298750305E1,5.318019938E1
5.658387552E1,-3.281250238E0,-2.831250191E0,-5.300625229E1,5.318313043E1
5.659387552E1,-3.525000095E0,-3.168750048E0,-5.330625153E1,5.351656804E1
5.660387552E1,-3.206250191E0,-3.206250191E0,-5.334375381E1,5.353612007E1
5.661387552E1,-3.300000191E0,-3.375000238E0,-5.340000153E1,5.360821570E1
5.662387552E1,-3.393750191E0,-3.337500095E0,-5.336250305E1,5.357437054E1
5.663387552E1,-3.412500143E0,-3.637500048E0,-5.360625076E1,5.383778120E1
5.664387552E1,-3.768750191E0,-3.581250191E0,-5.385000229E1,5.410038426E1
5.665387552E1,-3.750000238E0,-3.450000048E0,-5.371875381E1,5.395988801E1
5.666387552E1,-3.993750095E0,-3.600000143E0,-5.358750153E1,5.385657212E1
5.667387552E1,-4.312500000E0,-3.375000238E0,-5.345625305E1,5.373601468E1
5.668387552E1,-4.368750095E0,-3.393750191E0,-5.360625076E1,5.389094208E1
5.669387552E1,-4.668750286E0,-3.412500143E0,-5.377500153E1,5.408505501E1
5.670387552E1,-4.668750286E0,-3.506250143E0,-5.371875381E1,5.403513237E1
5.671387552E1,-4.462500095E0,-3.206250191E0,-5.373750305E1,5.401771174E1
5.672387552E1,-4.631250381E0,-3.356250048E0,-5.326875305E1,5.357492834E1
5.673387552E1,-4.518750191E0,-3.562500238E0,-5.334375381E1,5.365320664E1
5.674387552E1,-4.518750191E0,-3.356250048E0,-5.353125381E1,5.382637507E1
5.675387552E1,-4.050000191E0,-3.450000048E0,-5.330625153E1,5.357108785E1
5.676387552E1,-3.862500191E0,-3.281250238E0,-5.341875076E1,5.365862879E1
5.677387552E1,-3.618750095E0,-3.393750191E0,-5.296875381E1,5.320058057E1
5.678387552E1,-3.600000143E0,-3.281250238E0,-5.313750076E1,5.336029040E1
5.679387552E1,-3.637500048E0,-3.206250191E0,-5.300625229E1,5.322757019E1
5.680387552E1,-3.075000048E0,-3.093750238E0,-5.300625229E1,5.318542749E1
5.681387552E1,-3.356250048E0,-2.925000191E0,-5.326875305E1,5.345446747E1
5.682387552E1,-3.506250143E0,-2.981250048E0,-5.304375076E1,5.324303839E1
5.683387552E1,-3.075000048E0,-2.868750095E0,-5.313750076E1,5.330365222E1
5.684387552E1,-3.431250095E0,-3.018750191E0,-5.291250229E1,5.310950224E1
5.685387552E1,-3.168750048E0,-2.756250143E0,-5.302500153E1,5.319105826E1
5.686387552E1,-3.131250143E0,-2.700000048E0,-5.306250381E1,5.322334111E1
5.687387552E1,-3.243750095E0,-2.681250095E0,-5.321250153E1,5.337865993E1
5.688387552E1,-3.281250238E0,-2.700000048E0,-5.332500076E1,5.349403995E1
5.689387552E1,-3.393750191E0,-2.925000191E0,-5.326875305E1,5.345683509E1
5.690387552E1,-3.131250143E0,-2.793750048E0,-5.345625305E1,5.362071202E1
5.691387552E1,-3.487500191E0,-2.737500191E0,-5.381250381E1,5.399483431E1
5.692387552E1,-3.468750238E0,-2.868750095E0,-5.366250229E1,5.385096199E1
5.693387552E1,-3.581250191E0,-2.850000143E0,-5.381250381E1,5.400679050E1
5.694387552E1,-3.731250048E0,-3.018750191E0,-5.385000229E1,5.406346110E1
5.695387552E1,-3.768750191E0,-3.075000048E0,-5.396250153E1,5.418127605E1
5.696387552E1,-3.768750191E0,-3.037500143E0,-5.386875153E1,5.408578627E1
5.697387552E1,-3.300000191E0,-2.943750143E0,-5.366250229E1,5.384440378E1
5.698387552E1,-3.375000238E0,-2.887500048E0,-5.385000229E1,5.403286990E1
5.699387552E1,-3.675000191E0,-3.168750048E0,-5.390625381E1,5.412421642E1
5.700387552E1,-3.300000191E0,-3.018750191E0,-5.415000153E1,5.433438616E1
5.701387552E1,-3.581250191E0,-3.093750238E0,-5.439375305E1,5.459924005E1
5.702387552E1,-3.506250143E0,-3.168750048E0,-5.418750381E1,5.439320120E1
5.703387552E1,-3.450000048E0,-3.300000191E0,-5.400000381E1,5.421063469E1
5.704387552E1,-4.237500191E0,-3.468750238E0,-5.405625153E1,5.433292708E1
5.705387552E1,-4.518750191E0,-3.637500048E0,-5.409375381E1,5.440390346E1
5.706387552E1,-4.725000381E0,-3.843750238E0,-5.383125305E1,5.417475288E1
5.707387552E1,-4.125000000E0,-3.543750048E0,-5.366250229E1,5.393735200E1
5.708387552E1,-4.181250095E0,-3.525000095E0,-5.375625229E1,5.403372223E1
5.709387552E1,-4.331250191E0,-3.600000143E0,-5.328750229E1,5.358430395E1
5.710387552E1,-4.106250286E0,-3.431250095E0,-5.356875229E1,5.383536004E1
5.711387552E1,-3.956250191E0,-3.243750095E0,-5.362500381E1,5.386849603E1
5.712387552E1,-3.393750191E0,-3.393750191E0,-5.341875076E1,5.363392596E1
5.713387552E1,-3.037500143E0,-3.206250191E0,-5.364375305E1,5.382526069E1
5.714387552E1,-2.662500143E0,-3.112500191E0,-5.362500381E1,5.378120116E1
5.715387552E1,-3.056250095E0,-3.243750095E0,-5.355000305E1,5.373514126E1
5.716387552E1,-3.056250095E0,-3.131250143E0,-5.353125381E1,5.370978055E1
5.717387552E1,-2.343750000E0,-2.981250048E0,-5.386875153E1,5.400206854E1
5.718387552E1,-2.493750095E0,-2.868750095E0,-5.370000076E1,5.383436262E1
5.719387552E1,-2.625000000E0,-2.943750143E0,-5.366250229E1,5.380725269E1
5.720387552E1,-2.681250095E0,-2.662500143E0,-5.403750229E1,5.416945323E1
5.721387552E1,-2.756250143E0,-2.587500095E0,-5.388750076E1,5.401994826E1
5.722387552E1,-2.925000191E0,-2.587500095E0,-5.409375381E1,5.423453683E1
5.723387552E1,-3.075000048E0,-2.587500095E0,-5.403750229E1,5.418673671E1
5.724387552E1,-3.112500191E0,-2.362500191E0,-5.430000305E1,5.444042061E1
5.725387552E1,-3.337500095E0,-2.437500000E0,-5.433750153E1,5.449444362E1
5.726387552E1,-3.318750143E0,-2.812500000E0,-5.424375153E1,5.441790917E1
5.727387552E1,-3.431250095E0,-2.850000143E0,-5.439375305E1,5.457633506E1
5.728387552E1,-3.393750191E0,-2.962500095E0,-5.415000153E1,5.433706481E1
5.729387552E1,-3.487500191E0,-2.943750143E0,-5.420625305E1,5.439803482E1
5.730387552E1,-3.768750191E0,-3.131250143E0,-5.401875305E1,5.424051886E1
5.731387552E1,-3.637500048E0,-3.262500048E0,-5.401875305E1,5.423929382E1
5.732387552E1,-3.581250191E0,-3.375000238E0,-5.355000305E1,5.377563395E1
5.733387552E1,-3.600000143E0,-3.487500191E0,-5.313750076E1,5.337337019E1
5.734387552E1,-3.825000048E0,-3.131250143E0,-5.358750153E1,5.381501345E1
5.735387552E1,-4.068750381E0,-3.225000143E0,-5.325000381E1,5.350250706E1
5.736387552E1,-3.918750048E0,-3.187500238E0,-5.330625153E1,5.354505777E1
5.737387552E1,-4.293750286E0,-3.243750095E0,-5.353125381E1,5.380105335E1
5.738387552E1,-4.087500095E0,-3.262500048E0,-5.349375153E1,5.374879548E1
5.739387552E1,-4.068750381E0,-3.206250191E0,-5.355000305E1,5.379997767E1
5.740387552E1,-4.556250095E0,-3.581250191E0,-5.377500153E1,5.408637127E1
5.741387552E1,-4.443750381E0,-3.468750238E0,-5.385000229E1,5.414426925E1
5.742387552E1,-4.256250381E0,-3.337500095E0,-5.366250229E1,5.393439279E1
5.743387552E1,-4.012500286E0,-3.168750048E0,-5.377500153E1,5.401751498E1
5.744387552E1,-3.881250143E0,-2.793750048E0,-5.386875153E1,5.408060219E1
5.745387552E1,-3.731250048E0,-2.850000143E0,-5.347500229E1,5.368072836E1
5.746387552E1,-3.412500143E0,-2.662500143E0,-5.356875229E1,5.374332783E1
5.747387552E1,-3.225000143E0,-2.456250191E0,-5.345625305E1,5.360974521E1
5.748387552E1,-2.943750143E0,-2.456250191E0,-5.340000153E1,5.353745411E1
5.749387552E1,-2.943750143E0,-2.362500191E0,-5.362500381E1,5.375767951E1
5.750387552E1,-2.812500000E0,-2.718750000E0,-5.343750381E1,5.358048686E1
5.751387552E1,-2.512500048E0,-2.831250191E0,-5.341875076E1,5.355269897E1
5.752387552E1,-2.643750191E0,-3.206250191E0,-5.347500229E1,5.363623146E1
5.753387552E1,-2.343750000E0,-3.000000000E0,-5.364375305E1,5.377867054E1
5.754387552E1,-2.437500000E0,-3.112500191E0,-5.375625229E1,5.390142599E1
5.755387552E1,-2.512500048E0,-3.637500048E0,-5.371875381E1,5.390035783E1
5.756387552E1,-2.306250095E0,-3.318750143E0,-5.353125381E1,5.368359179E1
5.757387552E1,-2.737500191E0,-3.393750191E0,-5.370000076E1,5.387672531E1
5.758387552E1,-2.868750095E0,-3.431250095E0,-5.360625076E1,5.379250250E1
5.759387552E1,-2.962500095E0,-3.393750191E0,-5.385000229E1,5.403810409E1
5.760387552E1,-3.037500143E0,-3.187500238E0,-5.381250381E1,5.399233401E1
5.761387552E1,-3.150000095E0,-3.393750191E0,-5.386875153E1,5.406738788E1
5.762387552E1,-3.412500143E0,-3.487500191E0,-5.364375305E1,5.386520265E1
5.763387552E1,-3.412500143E0,-3.056250095E0,-5.381250381E1,5.400714202E1
5.764387552E1,-3.506250143E0,-3.281250238E0,-5.398125076E1,5.419442616E1
5.765387552E1,-3.431250095E0,-3.375000238E0,-5.349375153E1,5.370982737E1
5.766387552E1,-3.206250191E0,-3.168750048E0,-5.370000076E1,5.388887732E1
5.767387552E1,-3.075000048E0,-3.112500191E0,-5.356875229E1,5.374713485E1
5.768387552E1,-2.962500095E0,-3.281250238E0,-5.351250076E1,5.369479256E1
5.769387552E1,-2.943750143E0,-3.206250191E0,-5.340000153E1,5.357710209E1
5.770387552E1,-2.643750191E0,-3.075000048E0,-5.349375153E1,5.364724124E1
5.771387552E1,-2.568750143E0,-3.093750238E0,-5.356875229E1,5.371946565E1
5.772387552E1,-2.831250191E0,-2.943750143E0,-5.368125153E1,5.383640411E1
5.773387552E1,-2.606250048E0,-2.775000095E0,-5.416875076E1,5.430236389E1
5.774387552E1,-2.925000191E0,-2.512500048E0,-5.420625305E1,5.434322545E1
5.775387552E1,-3.093750238E0,-2.475000143E0,-5.422500229E1,5.436954837E1
5.776387552E1,-2.850000143E0,-2.325000048E0,-5.445000076E1,5.457408459E1
5.777387552E1,-2.943750143E0,-2.418750048E0,-5.437500381E1,5.450832098E1
5.778387552E1,-2.850000143E0,-2.381250143E0,-5.458125305E1,5.470745870E1
5.779387552E1,-3.075000048E0,-2.531250000E0,-5.473125076E1,5.487597527E1
5.780387552E1,-3.000000000E0,-2.625000000E0,-5.456250381E1,5.470792856E1
5.781387552E1,-3.150000095E0,-2.756250143E0,-5.428125381E1,5.444239094E1
5.782387552E1,-3.356250048E0,-3.262500048E0,-5.409375381E1,5.429587943E1
5.783387552E1,-3.243750095E0,-3.281250238E0,-5.407500076E1,5.427148630E1
5.784387552E1,-3.656250238E0,-3.337500095E0,-5.418750381E1,5.441316608E1
5.785387552E1,-3.581250191E0,-3.112500191E0,-5.433750153E1,5.454426718E1
5.786387552E1,-3.562500238E0,-3.150000095E0,-5.400000381E1,5.420898745E1
5.787387552E1,-3.656250238E0,-3.225000143E0,-5.349375153E1,5.371545629E1
5.788387552E1,-3.450000048E0,-3.206250191E0,-5.360625076E1,5.381275556E1
5.789387552E1,-3.525000095E0,-3.075000048E0,-5.375625229E1,5.395939132E1
5.790387552E1,-3.375000238E0,-2.981250048E0,-5.373750305E1,5.392585384E1
5.791387552E1,-3.656250238E0,-2.925000191E0,-5.381250381E1,5.401582508E1
5.792387552E1,-3.787500143E0,-3.000000000E0,-5.340000153E1,5.361814357E1
5.793387552E1,-3.900000095E0,-3.206250191E0,-5.343750381E1,5.367547722E1
5.794387552E1,-4.200000286E0,-3.281250238E0,-5.356875229E1,5.383324091E1
